"Date","Price","Open","High","Low","Vol.","Change %"
"05/06/2025","18,704.5","18,595.4","18,722.6","18,537.9","","0.59%"
"05/05/2025","18,595.4","18,575.7","18,678.4","18,556.5","","0.16%"
"05/02/2025","18,565.0","18,745.6","18,771.6","18,559.2","","-0.96%"
"05/01/2025","18,745.6","18,805.3","18,826.9","18,701.6","","-0.32%"
"04/30/2025","18,805.3","19,082.1","19,101.4","18,786.2","","-1.45%"
"04/29/2025","19,082.1","19,251.8","19,253.5","19,056.1","","-0.88%"
"04/28/2025","19,251.8","19,133.2","19,256.8","19,083.5","","0.65%"
"04/25/2025","19,127.3","19,214.1","19,223.4","19,031.8","","-0.45%"
"04/24/2025","19,214.1","19,082.8","19,229.3","19,080.2","","0.69%"
"04/23/2025","19,082.8","19,251.8","19,295.2","19,059.6","","-0.86%"
"04/22/2025","19,249.3","19,350.1","19,469.9","19,243.4","","-0.47%"
"04/21/2025","19,340.2","19,160.3","19,450.1","19,159.5","","0.94%"
"04/18/2025","19,159.7","19,125.0","19,178.8","19,109.8","","0.25%"
"04/17/2025","19,112.6","19,172.1","19,197.3","19,072.0","","-0.31%"
"04/16/2025","19,171.4","18,972.4","19,202.4","18,968.2","","1.10%"
"04/15/2025","18,963.4","19,038.8","19,133.8","18,940.4","","-0.36%"
"04/14/2025","19,032.3","18,958.2","19,167.5","18,949.0","","-0.22%"
"04/11/2025","19,073.4","18,818.5","19,271.4","18,797.5","","1.43%"
"04/10/2025","18,805.4","18,469.7","18,885.7","18,342.5","","1.85%"
"04/09/2025","18,463.4","18,481.5","18,779.0","18,404.8","","-0.05%"
"04/08/2025","18,471.8","18,057.9","18,523.4","18,057.9","","2.33%"
"04/07/2025","18,051.6","18,043.8","18,300.5","18,022.3","","-0.47%"
"04/04/2025","18,136.0","18,302.1","18,395.7","18,090.1","","-0.86%"
"04/03/2025","18,293.3","17,976.7","18,457.8","17,893.1","","1.80%"
"04/02/2025","17,970.4","17,874.0","18,091.8","17,851.7","","0.57%"
"04/01/2025","17,867.8","17,913.8","17,935.3","17,847.5","","-0.22%"
"03/31/2025","17,907.5","17,921.2","17,967.6","17,858.3","","-0.09%"
"03/28/2025","17,924.1","17,887.3","17,959.3","17,826.0","","0.24%"
"03/27/2025","17,881.1","17,829.3","17,920.4","17,794.5","","0.33%"
"03/26/2025","17,821.4","17,907.7","17,936.7","17,813.6","","-0.45%"
"03/25/2025","17,902.3","17,881.9","17,979.9","17,871.1","","0.16%"
"03/24/2025","17,874.0","17,834.0","17,977.1","17,834.0","","0.20%"
"03/21/2025","17,837.7","17,879.5","17,922.2","17,815.1","","-0.19%"
"03/20/2025","17,871.6","18,017.2","18,044.6","17,817.7","","-0.76%"
"03/19/2025","18,008.4","17,977.2","18,094.5","17,947.0","","0.22%"
"03/18/2025","17,968.4","17,913.7","17,995.2","17,884.2","","0.35%"
"03/17/2025","17,905.0","17,783.9","17,925.2","17,754.8","","0.69%"
"03/14/2025","17,781.7","17,825.2","17,842.8","17,708.7","","-0.21%"
"03/13/2025","17,819.0","17,905.3","17,936.4","17,774.3","","-0.43%"
"03/12/2025","17,896.6","17,913.4","17,977.7","17,883.1","","-0.05%"
"03/11/2025","17,905.5","17,702.8","17,959.4","17,694.6","","1.20%"
"03/10/2025","17,694.1","17,655.6","17,769.8","17,647.5","","0.28%"
"03/07/2025","17,645.3","17,610.3","17,744.4","17,599.2","","0.24%"
"03/06/2025","17,603.3","17,602.0","17,724.6","17,567.5","","0.05%"
"03/05/2025","17,595.2","17,475.3","17,612.6","17,333.9","","0.74%"
"03/04/2025","17,465.9","17,283.4","17,477.8","17,214.4","","1.10%"
"03/03/2025","17,275.7","17,213.4","17,310.6","17,119.4","","0.46%"
"02/28/2025","17,196.6","17,106.4","17,278.0","17,081.7","","0.58%"
"02/27/2025","17,097.9","17,163.1","17,256.1","17,103.1","","-0.34%"
"02/26/2025","17,155.4","17,184.3","17,242.0","17,110.8","","-0.13%"
"02/25/2025","17,178.2","17,036.7","17,194.1","17,022.8","","0.88%"
"02/24/2025","17,028.2","17,108.8","17,182.9","17,012.3","","-0.11%"
"02/21/2025","17,046.5","17,148.1","17,157.1","17,035.5","","-0.55%"
"02/20/2025","17,141.3","17,020.9","17,153.0","17,015.2","","0.73%"
"02/19/2025","17,017.5","16,996.0","17,126.3","16,986.6","","0.14%"
"02/18/2025","16,994.0","17,000.6","17,051.4","16,964.1","","0.02%"
"02/17/2025","16,991.3","17,055.1","17,084.4","16,972.2","","-0.36%"
"02/14/2025","17,053.1","17,114.7","17,122.9","17,003.1","","-0.32%"
"02/13/2025","17,108.6","16,998.3","17,119.6","16,965.0","","0.73%"
"02/12/2025","16,984.9","16,966.1","17,068.7","16,883.0","","0.15%"
"02/11/2025","16,959.3","16,846.8","16,999.7","16,832.1","","0.71%"
"02/10/2025","16,840.0","16,802.3","16,895.0","16,730.7","","0.23%"
"02/07/2025","16,802.0","16,956.3","16,981.1","16,771.4","","-0.86%"
"02/06/2025","16,947.0","16,939.7","16,981.0","16,904.0","","0.07%"
"02/05/2025","16,934.5","16,961.2","17,007.2","16,900.5","","-0.13%"
"02/04/2025","16,956.0","17,001.2","17,015.2","16,797.8","","-0.23%"
"02/03/2025","16,995.2","16,769.4","17,010.2","16,643.9","","0.65%"
"01/31/2025","16,884.9","16,895.0","17,009.1","16,870.5","","-0.02%"
"01/30/2025","16,888.9","16,852.6","17,021.0","16,847.7","","0.24%"
"01/29/2025","16,849.1","16,868.7","16,891.4","16,790.3","","-0.08%"
"01/28/2025","16,862.1","16,969.0","16,972.2","16,842.0","","-0.60%"
"01/27/2025","16,963.9","16,958.5","17,035.3","16,905.9","","-0.02%"
"01/24/2025","16,967.2","16,958.1","17,018.3","16,879.9","","0.10%"
"01/23/2025","16,950.4","16,950.2","17,002.3","16,885.6","","0.05%"
"01/22/2025","16,942.6","17,036.6","17,043.9","16,948.6","","-0.52%"
"01/21/2025","17,030.6","17,041.4","17,071.7","16,889.0","","-0.01%"
"01/20/2025","17,032.1","16,816.7","17,071.7","16,800.3","","1.36%"
"01/17/2025","16,803.4","16,849.2","16,906.7","16,791.0","","-0.23%"
"01/16/2025","16,842.4","16,790.8","16,875.3","16,785.9","","0.33%"
"01/15/2025","16,786.5","16,766.0","16,899.4","16,742.7","","0.16%"
"01/14/2025","16,759.2","16,673.7","16,767.6","16,644.3","","0.55%"
"01/13/2025","16,667.0","16,575.1","16,684.0","16,563.9","","0.56%"
"01/10/2025","16,574.8","16,687.6","16,708.7","16,533.8","","-0.62%"
"01/09/2025","16,677.6","16,711.6","16,782.4","16,659.3","","-0.16%"
"01/08/2025","16,704.8","16,678.4","16,792.9","16,637.9","","0.20%"
"01/07/2025","16,671.6","16,828.2","16,834.0","16,677.6","","-0.89%"
"01/06/2025","16,821.4","16,680.6","16,903.5","16,667.6","","0.83%"
"01/03/2025","16,683.5","16,622.8","16,692.9","16,612.3","","0.40%"
"01/02/2025","16,617.4","16,664.0","16,856.9","16,558.1","","-0.26%"
"01/01/2025","16,661.2","16,664.0","16,674.4","16,658.3","","0.02%"
"12/31/2024","16,658.0","16,791.7","16,835.6","16,648.7","","-0.77%"
"12/30/2024","16,786.5","16,938.0","16,940.4","16,735.2","","-0.81%"
"12/27/2024","16,923.0","16,874.8","16,955.8","16,855.2","","0.33%"
"12/26/2024","16,868.0","16,840.8","16,886.2","16,821.4","","0.17%"
"12/25/2024","16,838.9","16,834.4","16,861.9","16,832.7","","0.07%"
"12/24/2024","16,827.5","16,830.1","16,868.6","16,799.9","","0.02%"
"12/23/2024","16,824.9","16,882.8","16,918.7","16,795.3","","-0.35%"
"12/20/2024","16,884.6","16,881.3","16,925.9","16,800.0","","0.06%"
"12/19/2024","16,874.5","16,658.0","16,979.1","16,648.3","","1.34%"
"12/18/2024","16,651.2","16,855.4","16,932.7","16,643.5","","-1.15%"
"12/17/2024","16,845.3","16,818.4","16,895.6","16,813.6","","0.21%"
"12/16/2024","16,810.8","16,789.4","16,863.9","16,757.6","","0.11%"
"12/13/2024","16,792.7","16,670.3","16,834.2","16,662.3","","0.78%"
"12/12/2024","16,663.5","16,703.6","16,782.7","16,663.1","","-0.19%"
"12/11/2024","16,694.4","16,701.9","16,772.0","16,678.1","","0.00%"
"12/10/2024","16,694.2","16,744.7","16,781.2","16,655.9","","-0.25%"
"12/09/2024","16,735.5","16,743.2","16,808.2","16,704.3","","-0.06%"
"12/06/2024","16,745.0","16,790.2","16,856.5","16,709.9","","-0.23%"
"12/05/2024","16,784.1","16,744.0","16,795.7","16,686.3","","0.28%"
"12/04/2024","16,737.2","16,752.9","16,799.0","16,681.9","","-0.05%"
"12/03/2024","16,746.1","16,691.8","16,793.6","16,669.6","","0.37%"
"12/02/2024","16,685.0","16,759.3","16,778.3","16,631.4","","-0.39%"
"11/29/2024","16,750.8","16,750.8","16,798.9","16,702.2","","0.05%"
"11/28/2024","16,742.3","16,832.4","16,838.8","16,706.3","","-0.48%"
"11/27/2024","16,823.2","16,707.4","16,866.7","16,683.5","","0.73%"
"11/26/2024","16,700.6","16,654.0","16,798.2","16,544.5","","0.31%"
"11/25/2024","16,648.7","16,621.1","16,711.9","16,582.6","","0.68%"
"11/22/2024","16,536.5","16,680.6","16,694.5","16,405.2","","-0.82%"
"11/21/2024","16,673.0","16,723.3","16,832.5","16,660.7","","-0.29%"
"11/20/2024","16,721.2","16,770.3","16,816.4","16,670.9","","-0.27%"
"11/19/2024","16,766.6","16,800.2","16,801.8","16,659.5","","-0.15%"
"11/18/2024","16,790.9","16,703.2","16,812.9","16,685.3","","0.50%"
"11/15/2024","16,707.5","16,698.5","16,808.1","16,673.9","","0.10%"
"11/14/2024","16,690.1","16,664.7","16,778.6","16,642.0","","0.19%"
"11/13/2024","16,657.8","16,763.1","16,806.7","16,652.1","","-0.60%"
"11/12/2024","16,757.8","16,703.9","16,806.1","16,694.5","","0.35%"
"11/11/2024","16,700.2","16,788.1","16,819.8","16,665.5","","-0.53%"
"11/08/2024","16,789.8","17,002.5","17,003.2","16,746.5","","-1.21%"
"11/07/2024","16,994.7","16,984.0","17,033.1","16,908.6","","0.10%"
"11/06/2024","16,977.1","17,199.9","17,210.2","16,909.6","","-1.26%"
"11/05/2024","17,192.9","17,140.3","17,208.6","17,121.0","","0.36%"
"11/04/2024","17,131.3","17,092.4","17,193.1","17,088.4","","0.63%"
"11/01/2024","17,024.1","17,080.9","17,143.4","17,027.9","","-0.30%"
"10/31/2024","17,075.4","17,038.5","17,088.7","17,004.2","","0.25%"
"10/30/2024","17,033.1","17,050.0","17,063.5","16,963.2","","-0.06%"
"10/29/2024","17,043.8","17,001.6","17,062.6","16,971.9","","0.28%"
"10/28/2024","16,996.5","16,886.5","17,025.9","16,870.9","","0.72%"
"10/25/2024","16,874.9","16,868.5","16,953.8","16,856.8","","0.07%"
"10/24/2024","16,863.1","16,843.0","16,877.0","16,790.3","","0.17%"
"10/23/2024","16,834.5","16,803.2","16,883.2","16,792.3","","0.24%"
"10/22/2024","16,794.7","16,758.6","16,864.7","16,755.5","","0.25%"
"10/21/2024","16,752.4","16,796.5","16,834.2","16,751.6","","-0.28%"
"10/18/2024","16,798.8","16,783.4","16,819.4","16,748.5","","0.13%"
"10/17/2024","16,777.2","16,847.0","16,900.0","16,751.6","","-0.37%"
"10/16/2024","16,840.0","16,968.2","16,976.7","16,833.8","","-0.71%"
"10/15/2024","16,961.2","16,974.4","17,008.7","16,934.3","","-0.05%"
"10/14/2024","16,968.9","17,030.9","17,055.5","16,942.5","","-0.38%"
"10/11/2024","17,034.4","17,126.5","17,141.4","17,020.0","","-0.52%"
"10/10/2024","17,124.2","17,086.7","17,161.8","17,074.1","","0.25%"
"10/09/2024","17,081.3","17,179.0","17,181.3","17,082.8","","-0.53%"
"10/08/2024","17,172.7","17,210.4","17,244.1","17,148.5","","-0.17%"
"10/07/2024","17,201.8","16,996.3","17,227.6","16,977.0","","1.24%"
"10/04/2024","16,990.8","17,011.3","17,136.2","16,957.6","","-0.07%"
"10/03/2024","17,002.8","16,860.2","17,038.3","16,844.9","","0.88%"
"10/02/2024","16,854.7","16,822.6","16,921.3","16,815.1","","0.22%"
"10/01/2024","16,817.8","16,858.4","16,949.8","16,788.4","","-0.20%"
"09/30/2024","16,851.3","16,878.0","16,986.1","16,825.8","","-0.16%"
"09/27/2024","16,878.5","16,949.2","16,953.7","16,826.6","","-0.38%"
"09/26/2024","16,942.8","16,810.8","16,968.9","16,804.0","","0.83%"
"09/25/2024","16,803.8","16,976.1","16,998.8","16,793.5","","-0.99%"
"09/24/2024","16,971.2","16,891.0","16,978.3","16,850.8","","0.51%"
"09/23/2024","16,884.7","16,911.2","16,979.4","16,846.2","","-0.12%"
"09/20/2024","16,904.8","17,005.3","17,009.1","16,812.8","","-0.55%"
"09/19/2024","16,998.2","17,050.2","17,061.0","16,935.2","","-0.27%"
"09/18/2024","17,043.9","17,044.1","17,159.1","17,015.7","","0.04%"
"09/17/2024","17,036.2","17,144.8","17,146.4","17,038.7","","-0.59%"
"09/16/2024","17,137.7","17,060.1","17,151.8","17,054.0","","0.51%"
"09/13/2024","17,051.5","17,086.4","17,143.6","17,049.2","","-0.18%"
"09/12/2024","17,081.7","16,958.5","17,088.7","16,948.5","","0.77%"
"09/11/2024","16,951.4","17,024.4","17,058.3","16,943.1","","-0.40%"
"09/10/2024","17,018.8","17,054.6","17,091.9","17,018.2","","-0.17%"
"09/09/2024","17,047.5","17,026.7","17,162.8","17,025.2","","0.14%"
"09/06/2024","17,023.5","17,106.6","17,140.4","17,001.4","","-0.47%"
"09/05/2024","17,103.8","17,148.6","17,156.4","17,053.8","","-0.23%"
"09/04/2024","17,143.8","17,145.0","17,179.1","17,084.4","","0.03%"
"09/03/2024","17,138.7","17,184.6","17,243.5","17,117.9","","-0.25%"
"09/02/2024","17,182.2","17,073.1","17,198.6","17,064.6","","0.67%"
"08/30/2024","17,067.6","17,074.4","17,157.0","17,065.9","","-0.01%"
"08/29/2024","17,069.7","17,151.1","17,187.7","17,041.3","","-0.45%"
"08/28/2024","17,147.0","17,329.6","17,357.6","17,129.5","","-1.02%"
"08/27/2024","17,324.0","17,221.4","17,363.0","17,218.3","","0.63%"
"08/26/2024","17,215.8","17,330.2","17,351.9","17,113.6","","-0.65%"
"08/23/2024","17,327.7","17,335.5","17,426.9","17,161.9","","-0.01%"
"08/22/2024","17,329.2","17,265.8","17,441.6","17,253.4","","0.41%"
"08/21/2024","17,258.7","17,176.1","17,302.2","17,151.9","","0.50%"
"08/20/2024","17,173.6","17,237.9","17,241.8","17,074.6","","-0.34%"
"08/19/2024","17,231.6","17,296.7","17,315.5","17,151.7","","-0.38%"
"08/16/2024","17,297.4","17,221.3","17,308.8","17,214.3","","0.49%"
"08/15/2024","17,213.5","17,264.1","17,317.2","17,180.4","","-0.28%"
"08/14/2024","17,261.3","17,404.7","17,414.2","17,218.2","","-0.79%"
"08/13/2024","17,398.8","17,441.2","17,458.2","17,289.1","","-0.21%"
"08/12/2024","17,434.9","17,382.1","17,458.2","17,375.0","","0.33%"
"08/09/2024","17,378.3","17,354.4","17,410.9","17,342.2","","0.17%"
"08/08/2024","17,348.7","17,513.4","17,534.3","17,296.4","","-0.90%"
"08/07/2024","17,506.4","17,670.8","17,674.0","17,494.2","","-0.89%"
"08/06/2024","17,662.9","17,727.4","17,766.8","17,624.7","","-0.32%"
"08/05/2024","17,720.3","17,694.4","17,817.3","17,599.3","","0.29%"
"08/02/2024","17,668.8","17,515.9","17,700.9","17,473.6","","0.88%"
"08/01/2024","17,513.8","17,603.9","17,619.3","17,495.7","","-0.47%"
"07/31/2024","17,596.0","17,629.3","17,666.4","17,563.2","","-0.15%"
"07/30/2024","17,623.0","17,616.6","17,669.3","17,599.1","","0.09%"
"07/29/2024","17,607.9","17,697.5","17,710.2","17,586.5","","-0.40%"
"07/26/2024","17,679.0","17,626.4","17,705.6","17,619.9","","0.36%"
"07/25/2024","17,616.1","17,577.9","17,664.6","17,568.1","","0.27%"
"07/24/2024","17,568.4","17,594.3","17,621.7","17,553.5","","-0.09%"
"07/23/2024","17,584.1","17,666.8","17,670.9","17,577.3","","-0.42%"
"07/22/2024","17,658.1","17,616.3","17,685.1","17,615.5","","0.31%"
"07/19/2024","17,604.4","17,602.5","17,669.0","17,585.5","","0.05%"
"07/18/2024","17,595.4","17,610.2","17,681.1","17,597.6","","-0.04%"
"07/17/2024","17,603.1","17,634.6","17,641.9","17,557.1","","-0.13%"
"07/16/2024","17,625.9","17,617.2","17,702.5","17,589.3","","0.09%"
"07/15/2024","17,610.2","17,570.5","17,662.5","17,558.3","","0.08%"
"07/12/2024","17,596.8","17,599.4","17,612.3","17,526.3","","0.01%"
"07/11/2024","17,595.3","17,588.7","17,653.6","17,541.3","","0.07%"
"07/10/2024","17,582.5","17,571.9","17,627.6","17,557.1","","0.10%"
"07/09/2024","17,564.1","17,602.5","17,659.4","17,558.1","","-0.12%"
"07/08/2024","17,585.8","17,593.5","17,636.7","17,582.1","","-0.28%"
"07/05/2024","17,635.6","17,656.0","17,679.6","17,596.8","","-0.08%"
"07/04/2024","17,649.0","17,659.1","17,672.2","17,608.5","","0.00%"
"07/03/2024","17,649.7","17,612.6","17,708.2","17,585.9","","0.23%"
"07/02/2024","17,609.4","17,531.5","17,620.8","17,516.0","","0.49%"
"07/01/2024","17,524.4","17,569.6","17,652.6","17,496.4","","-0.07%"
"06/28/2024","17,537.2","17,550.2","17,564.9","17,506.5","","-0.05%"
"06/27/2024","17,545.9","17,520.5","17,590.4","17,511.9","","0.18%"
"06/26/2024","17,513.6","17,543.4","17,627.6","17,496.8","","-0.13%"
"06/25/2024","17,537.2","17,597.3","17,676.8","17,505.7","","-0.30%"
"06/24/2024","17,589.8","17,581.8","17,618.6","17,549.4","","0.05%"
"06/21/2024","17,581.3","17,583.4","17,658.5","17,560.4","","0.04%"
"06/20/2024","17,574.8","17,582.6","17,647.2","17,576.4","","0.00%"
"06/19/2024","17,575.6","17,613.6","17,624.9","17,550.0","","-0.17%"
"06/18/2024","17,604.9","17,604.6","17,650.5","17,562.8","","0.04%"
"06/17/2024","17,598.4","17,551.3","17,611.1","17,525.0","","0.32%"
"06/14/2024","17,542.7","17,469.1","17,601.6","17,463.4","","0.47%"
"06/13/2024","17,460.5","17,612.7","17,624.9","17,461.8","","-0.82%"
"06/12/2024","17,604.6","17,498.7","17,684.4","17,485.7","","0.66%"
"06/11/2024","17,488.5","17,525.4","17,557.0","17,461.3","","-0.16%"
"06/10/2024","17,516.8","17,485.2","17,551.1","17,430.1","","0.18%"
"06/07/2024","17,485.2","17,708.8","17,717.7","17,488.4","","-1.20%"
"06/06/2024","17,698.4","17,700.2","17,745.2","17,660.8","","0.04%"
"06/05/2024","17,691.5","17,646.6","17,738.4","17,643.3","","0.30%"
